ID,ST_CNTYNAME,GENDER,HISPANIC,ETHNIC,ETHNIC2,AGE_20161231,AGECAT7,SPELLAGE,INYEAR,SPELL,START,STOP,SPELLONE,TYPE,PLACE1,PLACE2,PLACE2_DATE,LASTPLACE,LEVELCHG,NPLACES,MOVES,DISCH,RUNS,REENTER,DURAT,DURMO,DURCAT,RECAT,EXIT,IM,IY,IYMO,OM,OY,OYMO
3000901899,PA_Allegheny,F,U,WH,WH,20,7,17,2014,1,1/2/14,4/29/14,1,SG,PSG, , ,PSG,0,1,0,1,0,0,117,3.836065574,3,6,XRF,1,2014,201401,4,2014,201404
3002061648,PA_Allegheny,M,U,BL,BL,7,3,4,2014,1,1/3/14,3/4/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,60,1.967213115,2,6,XRF,1,2014,201401,3,2014,201403
3002306442,PA_Allegheny,M,N,WH,WH,3,1,0,2014,1,1/3/14,2/25/14,1,KC,PKC, , ,PKC,0,1,0,1,0,1,53,1.737704918,2,1,XRF,1,2014,201401,2,2014,201402
3002012787,PA_Allegheny,M,N,BL,BL,6,3,4,2014,1,1/6/14,8/2/16,1,FC,PFC, , ,PFC,0,1,0,1,0,0,939,30.78688525,6,3,XLC,1,2014,201401,8,2016,201608
3002035176,PA_Allegheny,F,N,BL,BL,5,2,2,2014,1,1/6/14,8/2/16,1,KC,PKC, , ,PKC,0,1,0,1,0,0,939,30.78688525,6,3,XLC,1,2014,201401,8,2016,201608
3002318985,PA_Allegheny,F,U,WH,WH,20,7,17,2014,1,1/6/14,1/17/14,1,SG,PSG, , ,PSG,0,1,0,1,0,0,11,0.360655738,1,6,XOT,1,2014,201401,1,2014,201401
3002319258,PA_Allegheny,F,Y,BL,BL,2,1,0,2014,1,1/6/14,1/10/14,1,FC,PFC, , ,PFC,0,1,0,1,0,1,4,0.131147541,1,3,XRF,1,2014,201401,1,2014,201401
3002073942,PA_Allegheny,F,N,WH,WH,6,3,3,2014,1,1/7/14,6/12/14,1,KC,PKC, , ,PKC,0,1,0,1,0,1,156,5.114754098,3,6,XRF,1,2014,201401,6,2014,201406
3002258610,PA_Allegheny,M,Y,OT,OT,3,1,0,2014,1,1/7/14,11/19/16,1,FC,PSF,PKC,1/10/14,PFC,1,4,3,1,0,0,1047,34.32786885,6,2,XCA,1,2014,201401,11,2016,201611
3001574295,PA_Allegheny,F,U,BL,BL,19,7,16,2014,1,1/8/14,3/1/14,1,GH,PSG,PGH,1/23/14,PGH,1,2,1,1,1,1,52,1.704918033,2,2,XRY,1,2014,201401,3,2014,201403
3001796985,PA_Allegheny,M,N,MU,OT,7,3,4,2014,1,1/8/14,9/22/16,1,KC,PFC,PKC,5/13/15,PKC,1,2,1,1,0,0,988,32.39344262,6,3,XCA,1,2014,201401,9,2016,201609
3001899120,PA_Allegheny,F,U,UK,OT,19,7,16,2014,1,1/8/14,7/1/16,1,IL,PFC,PIL,9/11/14,PIL,1,2,1,1,0,0,905,29.67213115,6,4,XOP,1,2014,201401,7,2016,201607
3002003919,PA_Allegheny,M,N,WH,WH,17,6,14,2014,1,1/8/14,1/1/17,1,GH,PGH,PIL,7/12/16,PIL,1,2,1,0,0,0,1089,35.70491803,6,0,ZTC,1,2014,201401,1,2017,201701
3002137779,PA_Allegheny,M,N,MU,OT,4,2,1,2014,1,1/8/14,2/28/14,1,FC,PFC, , ,PFC,0,1,0,1,0,0,51,1.672131148,2,6,XRF,1,2014,201401,2,2014,201402
3002314212,PA_Allegheny,M,N,MU,OT,3,1,0,2014,1,1/8/14,9/22/16,1,KC,PFC,PKC,5/13/15,PKC,1,2,1,1,0,0,988,32.39344262,6,3,XCA,1,2014,201401,9,2016,201609
3002318250,PA_Allegheny,M,N,WH,WH,3,1,0,2014,1,1/8/14,6/12/15,1,KC,PKC,PKC,1/9/14,PKC,0,2,1,1,0,1,520,17.04918033,5,2,XRF,1,2014,201401,6,2015,201506
3002319336,PA_Allegheny,F,N,BL,BL,2,1,0,2014,1,1/8/14,9/24/15,1,KC,PKC, , ,PKC,0,1,0,1,0,0,624,20.45901639,6,5,XCA,1,2014,201401,9,2015,201509
3001991028,PA_Allegheny,F,N,BL,BL,18,7,15,2014,1,1/9/14,1/27/14,1,SG,PSG, , ,PSG,0,1,0,1,0,0,18,0.590163934,1,6,XRF,1,2014,201401,1,2014,201401
3002313309,PA_Allegheny,F,N,BL,BL,3,1,0,2014,1,1/9/14,3/17/16,1,KC,PKC, , ,PKC,0,1,0,1,0,0,798,26.16393443,6,4,XCA,1,2014,201401,3,2016,201603
3000289437,PA_Allegheny,F,N,BL,BL,16,6,13,2014,1,1/10/14,3/1/14,1,GH,PGH, , ,PGH,0,1,0,1,1,1,50,1.639344262,2,1,XRY,1,2014,201401,3,2014,201403
3000842457,PA_Allegheny,F,N,OT,OT,12,5,9,2014,1,1/10/14,4/8/14,1,KC,PSF,PKC,1/13/14,PKC,1,2,1,1,0,0,88,2.885245902,2,6,XRL,1,2014,201401,4,2014,201404
3000941940,PA_Allegheny,M,N,BL,BL,15,6,12,2014,1,1/10/14,8/10/15,1,FC,PSG,PFC,5/8/14,PFC,1,4,3,1,0,1,577,18.91803279,6,2,XRF,1,2014,201401,8,2015,201508
3001703763,PA_Allegheny,M,N,BL,BL,8,3,5,2014,1,1/10/14,7/21/15,1,KC,PKC, , ,PKC,0,1,0,1,0,1,557,18.26229508,6,5,XLC,1,2014,201401,7,2015,201507
3001842576,PA_Allegheny,M,N,BL,BL,15,6,12,2014,1,1/10/14,1/1/17,1,MX,PSG,PFC,5/8/14,PUK,1,5,4,0,0,0,1087,35.63934426,6,0,ZTC,1,2014,201401,1,2017,201701
3001899000,PA_Allegheny,F,N,BL,BL,7,3,4,2014,1,1/10/14,7/21/15,1,KC,PKC, , ,PKC,0,1,0,1,0,1,557,18.26229508,6,5,XLC,1,2014,201401,7,2015,201507
3001899006,PA_Allegheny,F,N,BL,BL,7,3,4,2014,1,1/10/14,7/21/15,1,KC,PKC, , ,PKC,0,1,0,1,0,1,557,18.26229508,6,5,XLC,1,2014,201401,7,2015,201507
3002081820,PA_Allegheny,F,U,OT,OT,5,2,2,2014,1,1/10/14,1/26/15,1,KC,PKC,PKC,2/5/14,PKC,0,2,1,1,0,0,381,12.49180328,5,6,XRF,1,2014,201401,1,2015,201501
3002182050,PA_Allegheny,M,N,BL,BL,18,7,15,2014,1,1/10/14,5/5/15,1,KC,PKC, , ,PKC,0,1,0,1,0,0,480,15.73770492,5,6,XLC,1,2014,201401,5,2015,201505
3002203653,PA_Allegheny,F,N,BL,BL,4,2,1,2014,1,1/10/14,7/21/15,1,KC,PKC, , ,PKC,0,1,0,1,0,0,557,18.26229508,6,5,XLC,1,2014,201401,7,2015,201507
3002028645,PA_Allegheny,F,N,WH,WH,16,6,13,2014,1,1/13/14,2/18/14,1,SG,PSG, , ,PSG,0,1,0,1,0,0,36,1.180327869,2,6,XJP,1,2014,201401,2,2014,201402
3001567875,PA_Allegheny,F,N,BL,BL,12,5,9,2014,1,1/14/14,2/9/15,1,KC,PKC,PKC,3/12/14,PKC,0,2,1,1,0,0,391,12.81967213,5,6,XLC,1,2014,201401,2,2015,201502
3001814967,PA_Allegheny,M,N,BL,BL,8,3,5,2014,1,1/14/14,2/9/15,1,KC,PKC,PKC,3/12/14,PKC,0,2,1,1,0,0,391,12.81967213,5,6,XLC,1,2014,201401,2,2015,201502
3002157102,PA_Allegheny,M,N,BL,BL,5,2,2,2014,1,1/14/14,7/8/16,1,KC,PKC,PKC,10/27/14,PKC,0,2,1,1,0,0,906,29.70491803,6,3,XLC,1,2014,201401,7,2016,201607
3002256207,PA_Allegheny,F,N,BL,BL,3,1,0,2014,1,1/14/14,6/16/14,1,KC,PKC,PKC,3/18/14,PKC,0,2,1,1,0,0,153,5.016393443,3,6,XRF,1,2014,201401,6,2014,201406
3002320515,PA_Allegheny,M,N,BL,BL,7,3,4,2014,1,1/14/14,12/17/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,337,11.04918033,4,6,XRF,1,2014,201401,12,2014,201412
3002320518,PA_Allegheny,F,N,BL,BL,6,3,3,2014,1,1/14/14,12/17/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,337,11.04918033,4,6,XRF,1,2014,201401,12,2014,201412
3000362214,PA_Allegheny,F,N,WH,WH,14,5,11,2014,1,1/15/14,1/8/16,1,KC,PKC, , ,PKC,0,1,0,1,0,0,723,23.70491803,6,4,XLC,1,2014,201401,1,2016,201601
3000874890,PA_Allegheny,M,N,BL,BL,19,7,16,2014,1,1/15/14,1/17/14,1,SG,PSG, , ,PSG,0,1,0,1,0,0,2,0.065573771,1,6,XRF,1,2014,201401,1,2014,201401
3002179989,PA_Allegheny,F,Y,OT,OT,5,2,2,2014,1,1/15/14,3/17/16,1,KC,PKC, , ,PKC,0,1,0,1,0,0,792,25.96721312,6,4,XLC,1,2014,201401,3,2016,201603
3002320797,PA_Allegheny,M,N,OT,OT,3,1,0,2014,1,1/15/14,7/2/14,1,KC,PKC,PKC,2/3/14,PUK,1,3,2,1,0,1,168,5.508196721,3,6,XRF,1,2014,201401,7,2014,201407
3002321307,PA_Allegheny,F,N,BL,BL,2,1,0,2014,1,1/15/14,3/17/16,1,KC,PSF,PKC,3/13/14,PKC,1,2,1,1,0,0,792,25.96721312,6,4,XCA,1,2014,201401,3,2016,201603
3000362799,PA_Allegheny,F,N,BL,BL,17,6,14,2014,1,1/15/14,6/12/15,1,KC,PKC,PGH,1/27/15,PGH,1,2,1,1,1,1,513,16.81967213,5,2,XRY,1,2014,201401,6,2015,201506
3000361611,PA_Allegheny,M,N,WH,WH,13,5,10,2014,1,1/17/14,1/8/16,1,KC,PKC, , ,PKC,0,1,0,1,0,0,721,23.63934426,6,4,XLC,1,2014,201401,1,2016,201601
3001658208,PA_Allegheny,F,N,BL,BL,10,4,7,2014,1,1/17/14,1/1/17,1,KC,PKC,PSF,4/5/16,PKC,1,3,2,0,0,0,1080,35.40983607,6,0,ZTC,1,2014,201401,1,2017,201701
3001954554,PA_Allegheny,F,N,BL,BL,7,3,4,2014,1,1/17/14,1/1/17,1,KC,PKC,PSF,4/5/16,PSG,1,6,5,0,0,0,1080,35.40983607,6,0,ZTC,1,2014,201401,1,2017,201701
3001978731,PA_Allegheny,F,U,BL,BL,17,6,14,2014,1,1/17/14,1/1/17,1,KC,PKC,PKC,1/21/14,PKC,0,3,2,0,0,0,1080,35.40983607,6,0,ZTC,1,2014,201401,1,2017,201701
3001991316,PA_Allegheny,F,N,BL,BL,10,4,7,2014,1,1/17/14,8/13/14,1,KC,PKC,PKC,1/21/14,PKC,0,3,2,1,0,1,208,6.819672131,4,4,XRF,1,2014,201401,8,2014,201408
3001978737,PA_Allegheny,M,N,BL,BL,13,5,10,2014,1,1/17/14,8/14/14,1,KC,PKC,PKC,1/21/14,PKC,0,3,2,1,0,1,209,6.852459016,4,4,XRF,1,2014,201401,8,2014,201408
3002158644,PA_Allegheny,M,N,BL,BL,4,2,1,2014,1,1/17/14,8/13/14,1,KC,PKC,PKC,1/21/14,PKC,0,3,2,1,0,1,208,6.819672131,4,4,XRF,1,2014,201401,8,2014,201408
3002172249,PA_Allegheny,F,N,WH,WH,7,3,4,2014,1,1/17/14,1/26/16,1,KC,PKC, , ,PKC,0,1,0,1,0,0,739,24.2295082,6,4,XLC,1,2014,201401,1,2016,201601
3002193939,PA_Allegheny,M,N,BL,BL,4,2,1,2014,1,1/17/14,1/1/17,1,KC,PKC,PSF,4/5/16,PKC,1,3,2,0,0,0,1080,35.40983607,6,0,ZTC,1,2014,201401,1,2017,201701
3002308068,PA_Allegheny,F,N,WH,WH,3,1,0,2014,1,1/17/14,2/7/14,1,KC,PKC, , ,PKC,0,1,0,1,0,1,21,0.68852459,1,3,XRF,1,2014,201401,2,2014,201402
3002315652,PA_Allegheny,F,N,BL,BL,19,7,16,2014,1,1/17/14,1/28/14,1,SG,PSG, , ,PSG,0,1,0,1,1,1,11,0.360655738,1,1,XRY,1,2014,201401,1,2014,201401
3002322207,PA_Allegheny,F,N,WH,WH,2,1,0,2014,1,1/17/14,8/19/14,1,FC,PAL,PFC,1/22/14,PFC,1,2,1,1,0,0,214,7.016393443,4,6,XCA,1,2014,201401,8,2014,201408
3002015643,PA_Allegheny,F,N,BL,BL,18,7,15,2014,1,1/21/14,1/24/14,1,SG,PSG, , ,PSG,0,1,0,1,0,0,3,0.098360656,1,6,XRF,1,2014,201401,1,2014,201401
3000163299,PA_Allegheny,M,N,BL,BL,16,6,13,2014,1,1/22/14,2/5/15,1,KC,PKC, , ,PKC,0,1,0,1,0,0,379,12.42622951,5,6,XRF,1,2014,201401,2,2015,201502
3000163368,PA_Allegheny,F,U,BL,BL,18,7,15,2014,1,1/22/14,1/1/17,1,KC,PKC,PKC,4/24/16,PKC,0,5,4,0,0,0,1075,35.24590164,6,0,ZTC,1,2014,201401,1,2017,201701
3000791526,PA_Allegheny,F,N,BL,BL,20,7,17,2014,1,1/22/14,9/6/15,1,KC,PKC, , ,PKC,0,1,0,1,0,1,592,19.40983607,6,2,XOT,1,2014,201401,9,2015,201509
3001723710,PA_Allegheny,M,N,BL,BL,17,6,14,2014,1,1/22/14,8/10/15,1,RT,PSG,PRT,2/24/14,PRT,1,2,1,1,0,1,565,18.52459016,6,3,XRF,1,2014,201401,8,2015,201508
3002307306,PA_Allegheny,M,N,BL,BL,15,6,12,2014,1,1/22/14,7/3/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,162,5.31147541,3,6,XRF,1,2014,201401,7,2014,201407
3002307309,PA_Allegheny,M,N,MU,OT,9,4,6,2014,1,1/22/14,10/30/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,281,9.213114754,4,6,XRF,1,2014,201401,10,2014,201410
3002273598,PA_Allegheny,F,Y,WH,WH,8,3,5,2014,1,1/23/14,10/23/15,1,KC,PKC, , ,PKC,0,1,0,1,0,0,638,20.91803279,6,5,XLC,1,2014,201401,10,2015,201510
3002273601,PA_Allegheny,M,Y,WH,WH,7,3,4,2014,1,1/23/14,10/23/15,1,KC,PKC, , ,PKC,0,1,0,1,0,0,638,20.91803279,6,5,XLC,1,2014,201401,10,2015,201510
3002303673,PA_Allegheny,F,U,WH,WH,18,7,15,2014,1,1/23/14,2/17/14,1,SG,PSG, , ,PSG,0,1,0,1,0,1,25,0.819672131,1,2,XJP,1,2014,201401,2,2014,201402
3001933551,PA_Allegheny,F,U,OT,OT,6,3,3,2014,1,1/24/14,4/17/15,1,SF,PSF, , ,PSF,0,1,0,1,0,0,448,14.68852459,5,6,XRF,1,2014,201401,4,2015,201504
3002301438,PA_Allegheny,F,U,BL,BL,17,6,14,2014,1,1/24/14,4/25/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,91,2.983606557,3,6,XRF,1,2014,201401,4,2014,201404
3002270130,PA_Allegheny,F,U,BL,BL,3,1,0,2014,1,1/25/14,8/18/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,205,6.721311475,4,6,XRF,1,2014,201401,8,2014,201408
3001912527,PA_Allegheny,F,N,BL,BL,6,3,3,2014,1,1/26/14,2/25/14,1,SF,PSF, , ,PSF,0,1,0,1,0,1,30,0.983606557,2,1,XRF,1,2014,201401,2,2014,201402
3001861659,PA_Allegheny,M,N,BL,BL,8,3,5,2014,1,1/26/14,2/25/14,1,SF,PSF, , ,PSF,0,1,0,1,0,1,30,0.983606557,2,1,XRF,1,2014,201401,2,2014,201402
3000441807,PA_Allegheny,F,U,WH,WH,17,6,14,2014,1,1/27/14,8/27/14,1,SG,PSG,PFC,6/5/14,PFC,1,2,1,1,0,0,212,6.950819672,4,6,XRL,1,2014,201401,8,2014,201408
3002307768,PA_Allegheny,M,N,BL,BL,3,1,0,2014,1,1/27/14,9/22/16,1,KC,PKC, , ,PKC,0,1,0,1,0,0,969,31.7704918,6,3,XCA,1,2014,201401,9,2016,201609
3001614276,PA_Allegheny,F,N,BL,BL,20,7,17,2014,1,1/30/14,2/13/14,1,SG,PSG, , ,PSG,0,1,0,1,1,1,14,0.459016393,1,1,XRY,1,2014,201401,2,2014,201402
3002303586,PA_Allegheny,F,N,UK,OT,3,1,0,2014,1,1/30/14,2/14/14,1,KC,PKC, , ,PKC,0,1,0,1,0,1,15,0.491803279,1,2,XRF,1,2014,201401,2,2014,201402
3002324175,PA_Allegheny,F,N,WH,WH,5,2,2,2014,1,1/30/14,9/15/14,1,KC,PKC, , ,PKC,0,1,0,1,0,1,228,7.475409836,4,5,XRF,1,2014,201401,9,2014,201409
3002024823,PA_Allegheny,F,N,BL,BL,9,4,6,2014,1,1/31/14,7/1/14,1,KC,PKC, , ,PKC,0,1,0,1,0,1,151,4.950819672,3,3,XRF,1,2014,201401,7,2014,201407
3002024826,PA_Allegheny,M,N,BL,BL,12,5,9,2014,1,1/31/14,7/1/14,1,KC,PKC, , ,PKC,0,1,0,1,0,1,151,4.950819672,3,3,XRF,1,2014,201401,7,2014,201407
3002054325,PA_Allegheny,M,N,OT,OT,8,3,5,2014,1,2/1/14,2/25/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,24,0.786885246,1,6,XRF,2,2014,201402,2,2014,201402
3002054328,PA_Allegheny,M,N,OT,OT,7,3,4,2014,1,2/1/14,2/25/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,24,0.786885246,1,6,XRF,2,2014,201402,2,2014,201402
3002324790,PA_Allegheny,F,N,BL,BL,3,2,1,2014,1,2/1/14,3/19/14,1,KC,PSF,PKC,2/4/14,PKC,1,2,1,1,0,0,46,1.508196721,2,6,XRF,2,2014,201402,3,2014,201403
3002054523,PA_Allegheny,M,N,MU,OT,7,3,4,2014,1,2/4/14,2/19/15,1,KC,PKC, , ,PKC,0,1,0,1,0,1,380,12.45901639,5,2,XRF,2,2014,201402,2,2015,201502
3002178912,PA_Allegheny,M,N,MU,OT,4,2,1,2014,1,2/4/14,2/19/15,1,KC,PKC, , ,PKC,0,1,0,1,0,1,380,12.45901639,5,2,XRF,2,2014,201402,2,2015,201502
3002208606,PA_Allegheny,M,N,WH,WH,3,2,1,2014,1,2/4/14,11/24/14,1,FC,PFC, , ,PFC,0,1,0,1,0,1,293,9.606557377,4,3,XRF,2,2014,201402,11,2014,201411
3002295573,PA_Allegheny,F,N,UK,OT,16,6,13,2014,1,2/4/14,9/4/14,1,GH,PGH, , ,PGH,0,1,0,1,0,1,212,6.950819672,4,4,XRF,2,2014,201402,9,2014,201409
3000792450,PA_Allegheny,M,N,WH,WH,17,6,14,2014,1,2/5/14,7/29/14,1,KC,PKC, , ,PKC,0,1,0,1,0,1,174,5.704918033,3,6,XRF,2,2014,201402,7,2014,201407
3001945629,PA_Allegheny,F,N,WH,WH,6,3,3,2014,1,2/5/14,9/30/15,1,KC,PKC,PKC,6/18/14,PKC,0,4,3,1,0,0,602,19.73770492,6,5,XLC,2,2014,201402,9,2015,201509
3000394866,PA_Allegheny,F,N,WH,WH,16,6,13,2014,1,2/5/14,7/29/14,1,KC,PKC, , ,PKC,0,1,0,1,0,1,174,5.704918033,3,6,XRF,2,2014,201402,7,2014,201407
3002148612,PA_Allegheny,M,N,MU,OT,5,2,2,2014,1,2/5/14,9/17/14,1,KC,PKC, , ,PKC,0,1,0,1,0,1,224,7.344262295,4,3,XRF,2,2014,201402,9,2014,201409
3002301267,PA_Allegheny,F,N,WH,WH,3,1,0,2014,1,2/5/14,4/29/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,83,2.721311475,2,6,XRF,2,2014,201402,4,2014,201404
3002312628,PA_Allegheny,M,N,OT,OT,3,1,0,2014,1,2/5/14,9/30/15,1,KC,PKC,PKC,6/18/14,PKC,0,4,3,1,0,0,602,19.73770492,6,5,XLC,2,2014,201402,9,2015,201509
3001646412,PA_Allegheny,F,N,BL,BL,8,3,5,2014,1,2/6/14,3/17/16,1,KC,PKC,PKC,11/14/14,PKC,0,2,1,1,0,0,770,25.24590164,6,4,XCA,2,2014,201402,3,2016,201603
3002327409,PA_Allegheny,F,N,BL,BL,3,1,0,2014,1,2/6/14,6/23/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,137,4.491803279,3,6,XRF,2,2014,201402,6,2014,201406
3002090895,PA_Allegheny,F,N,BL,BL,10,4,7,2014,1,2/7/14,12/9/14,1,FC,PKC,PSF,2/25/14,PFC,1,4,3,1,0,0,305,10,4,6,XRF,2,2014,201402,12,2014,201412
3002324172,PA_Allegheny,M,N,WH,WH,2,1,0,2014,1,2/7/14,9/15/14,1,KC,PKC, , ,PKC,0,1,0,1,0,1,220,7.213114754,4,5,XRF,2,2014,201402,9,2014,201409
3000179352,PA_Allegheny,F,N,BL,BL,11,4,8,2014,1,2/10/14,4/30/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,79,2.590163934,2,6,XRF,2,2014,201402,4,2014,201404
3001687377,PA_Allegheny,F,N,BL,BL,9,4,6,2014,1,2/10/14,4/30/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,79,2.590163934,2,6,XRF,2,2014,201402,4,2014,201404
3002179560,PA_Allegheny,F,N,BL,BL,4,2,2,2014,1,2/10/14,4/30/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,79,2.590163934,2,6,XRF,2,2014,201402,4,2014,201404
3001692480,PA_Allegheny,F,N,BL,BL,12,5,9,2014,1,2/12/14,10/20/15,1,KC,PSF,PUK,2/14/14,PKC,1,4,3,1,0,0,615,20.16393443,6,5,XLC,2,2014,201402,10,2015,201510
3001694196,PA_Allegheny,F,N,BL,BL,11,4,8,2014,1,2/12/14,10/20/15,1,KC,PSF,PUK,2/14/14,PKC,1,4,3,1,0,0,615,20.16393443,6,5,XLC,2,2014,201402,10,2015,201510
3001788519,PA_Allegheny,F,N,BL,BL,7,3,4,2014,1,2/12/14,10/20/15,1,KC,PSF,PUK,2/14/14,PKC,1,4,3,1,0,0,615,20.16393443,6,5,XLC,2,2014,201402,10,2015,201510
3002273094,PA_Allegheny,M,N,BL,BL,3,1,0,2014,1,2/12/14,1/1/17,1,KC,PSF,PUK,2/14/14,PKC,1,5,4,0,0,0,1054,34.55737705,6,0,ZTC,2,2014,201402,1,2017,201701
3002300619,PA_Allegheny,F,N,WH,WH,3,2,1,2014,1,2/12/14,3/26/14,1,KC,PKC, , ,PKC,0,1,0,1,0,1,42,1.37704918,2,4,XRF,2,2014,201402,3,2014,201403
3002005308,PA_Allegheny,F,N,MU,OT,6,3,3,2014,1,2/14/14,6/10/15,1,FC,PSF,PFC,3/12/14,PKC,1,4,3,1,0,0,481,15.7704918,5,6,XRF,2,2014,201402,6,2015,201506
3002304648,PA_Allegheny,M,N,WH,WH,19,7,17,2014,1,2/14/14,2/23/14,1,SG,PSG, , ,PSG,0,1,0,1,1,0,9,0.295081967,1,6,XRY,2,2014,201402,2,2014,201402
3002329299,PA_Allegheny,F,N,OT,OT,18,7,15,2014,1,2/14/14,3/6/14,1,SG,PSG, , ,PSG,0,1,0,1,0,1,20,0.655737705,1,6,XRF,2,2014,201402,3,2014,201403
3001826469,PA_Allegheny,M,N,BL,BL,7,3,4,2014,1,2/15/14,2/18/14,1,SF,PSF, , ,PSF,0,1,0,1,0,0,3,0.098360656,1,6,XRF,2,2014,201402,2,2014,201402
3002117754,PA_Allegheny,F,U,WH,WH,8,3,5,2014,1,2/15/14,2/18/14,1,SF,PSF, , ,PSF,0,1,0,1,0,0,3,0.098360656,1,6,XRF,2,2014,201402,2,2014,201402
3002158926,PA_Allegheny,M,N,MU,OT,5,2,2,2014,1,2/18/14,7/21/16,1,FC,PSF,PSF,2/19/14,PFC,1,3,2,1,0,0,884,28.98360656,6,3,XCA,2,2014,201402,7,2016,201607
3002178741,PA_Allegheny,M,N,WH,WH,5,2,2,2014,1,2/18/14,9/11/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,205,6.721311475,4,6,XRF,2,2014,201402,9,2014,201409
3002278575,PA_Allegheny,F,N,MU,OT,3,2,1,2014,1,2/18/14,7/21/16,1,FC,PFC,PSF,2/19/14,PFC,1,3,2,1,0,0,884,28.98360656,6,3,XCA,2,2014,201402,7,2016,201607
3002300046,PA_Allegheny,F,N,BL,BL,14,5,11,2014,1,2/18/14,2/21/14,1,SF,PSF, , ,PSF,0,1,0,1,0,1,3,0.098360656,1,3,XRF,2,2014,201402,2,2014,201402
3002315652,PA_Allegheny,F,N,BL,BL,19,7,16,2014,2,2/18/14,3/1/14,0,SG,PSG, , ,PSG,0,1,0,1,1,1,11,0.360655738,1,2,XRY,2,2014,201402,3,2014,201403
3001951656,PA_Allegheny,M,N,WH,WH,6,3,3,2014,1,2/20/14,5/26/16,1,KC,PKC,PKC,3/8/14,PKC,0,4,3,1,0,0,826,27.08196721,6,4,XCA,2,2014,201402,5,2016,201605
3002200959,PA_Allegheny,M,N,WH,WH,9,4,6,2014,1,2/20/14,8/30/16,1,KC,PKC, , ,PKC,0,1,0,1,0,0,922,30.2295082,6,3,XLC,2,2014,201402,8,2016,201608
3002319873,PA_Allegheny,F,N,WH,WH,3,1,0,2014,1,2/20/14,1/1/17,1,SF,PFC,PSF,5/29/15,PSF,1,2,1,0,0,0,1046,34.29508197,6,0,ZTC,2,2014,201402,1,2017,201701
3002330289,PA_Allegheny,M,U,WH,WH,2,1,0,2014,1,2/20/14,2/22/16,1,FC,PSF,PFC,8/8/14,PFC,1,2,1,1,0,0,732,24,6,4,XRF,2,2014,201402,2,2016,201602
3002330343,PA_Allegheny,F,N,BL,BL,4,2,1,2014,1,2/20/14,3/12/14,1,SF,PSF, , ,PSF,0,1,0,1,0,0,20,0.655737705,1,6,XRF,2,2014,201402,3,2014,201403
3001599294,PA_Allegheny,F,N,WH,WH,20,7,17,2014,1,2/21/14,9/18/14,1,RC,PSG,PRC,4/21/14,PRC,1,2,1,1,0,0,209,6.852459016,4,6,XRF,2,2014,201402,9,2014,201409
3001904964,PA_Allegheny,F,N,OT,OT,6,3,4,2014,1,2/21/14,1/1/17,1,KC,PKC, , ,PKC,0,1,0,0,0,0,1045,34.26229508,6,0,ZTC,2,2014,201402,1,2017,201701
3002069694,PA_Allegheny,M,N,OT,OT,10,4,7,2014,1,2/21/14,1/1/17,1,KC,PKC, , ,PKC,0,1,0,0,0,0,1045,34.26229508,6,0,ZTC,2,2014,201402,1,2017,201701
3002069697,PA_Allegheny,F,N,OT,OT,8,4,6,2014,1,2/21/14,1/1/17,1,KC,PKC, , ,PKC,0,1,0,0,0,0,1045,34.26229508,6,0,ZTC,2,2014,201402,1,2017,201701
3002111613,PA_Allegheny,F,N,BL,BL,6,3,4,2014,1,2/21/14,1/1/17,1,KC,PKC, , ,PKC,0,1,0,0,0,0,1045,34.26229508,6,0,ZTC,2,2014,201402,1,2017,201701
3002132451,PA_Allegheny,F,N,BL,BL,19,7,16,2014,1,2/21/14,4/4/14,1,SG,PSG, , ,PSG,0,1,0,1,0,1,42,1.37704918,2,1,XRF,2,2014,201402,4,2014,201404
3002296386,PA_Allegheny,F,N,WH,WH,3,1,0,2014,1,2/21/14,5/6/15,1,KC,PKC, , ,PKC,0,1,0,1,0,0,439,14.39344262,5,6,XLC,2,2014,201402,5,2015,201505
3000320595,PA_Allegheny,F,N,BL,BL,15,6,13,2014,1,2/25/14,4/4/14,1,FC,PFC, , ,PFC,0,1,0,1,0,0,38,1.245901639,2,6,XRF,2,2014,201402,4,2014,201404
3000320598,PA_Allegheny,F,N,BL,BL,11,4,8,2014,1,2/25/14,3/7/14,1,KC,PKC, , ,PKC,0,1,0,1,0,0,10,0.327868853,1,6,XRF,2,2014,201402,3,2014,201403
